0.102564103,0.128937729,0.117216117,0.048351648,0.125274725,0.172161172,0.07032967,0.122344322,0.065201465,0.047619048,1
0.11042098,0.126293996,0.119392685,0.046928916,0.127674258,0.164251208,0.069703244,0.120772947,0.069703244,0.044858523,1
0.106400665,0.124688279,0.118869493,0.052369077,0.12635079,0.164588529,0.068162926,0.125519534,0.064837905,0.048212801,1
0.10732054,0.124378109,0.115138593,0.044776119,0.126510306,0.175550817,0.073205402,0.117270789,0.073205402,0.042643923,1
0.113085622,0.122778675,0.113085622,0.047657512,0.13085622,0.172051696,0.069466882,0.117124394,0.071890145,0.042003231,1
0.108339273,0.124732716,0.11831789,0.046329294,0.130434783,0.169636493,0.068424804,0.116892373,0.072701354,0.044191019,1
0.109809663,0.122254758,0.118594436,0.049048316,0.125183016,0.166178624,0.070278184,0.12079063,0.071010249,0.046852123,1
0.112175103,0.125854993,0.119699042,0.046511628,0.126538988,0.164842681,0.069083447,0.120383037,0.069083447,0.045827633,1
0.109203297,0.125,0.120879121,0.046703297,0.12706044,0.165521978,0.069368132,0.121565934,0.070054945,0.044642857,1
0.112413793,0.124137931,0.119310345,0.047586207,0.125517241,0.163448276,0.070344828,0.120689655,0.070344828,0.046206897,1
0.12008427,0.12008427,0.129213483,0.052668539,0.125,0.145365169,0.0625,0.117977528,0.070926966,0.056179775,1
0.117486339,0.12431694,0.120218579,0.051912568,0.130464481,0.157103825,0.06352459,0.113387978,0.069672131,0.051912568,1
0.118656183,0.116511794,0.123659757,0.05575411,0.13080772,0.148677627,0.063616869,0.116511794,0.074338813,0.051465332,1
0.110315186,0.126074499,0.128939828,0.056590258,0.128939828,0.142550143,0.060888252,0.112464183,0.070200573,0.063037249,1
0.118223383,0.122142391,0.126061398,0.052253429,0.128674069,0.148922273,0.062704115,0.11626388,0.071195297,0.053559765,1
0.11747851,0.121060172,0.124641834,0.054441261,0.126074499,0.151146132,0.063037249,0.116762178,0.069484241,0.055873926,1
0.115329513,0.123925501,0.123925501,0.056590258,0.133237822,0.143266476,0.061604585,0.118194842,0.069484241,0.054441261,1
0.112068966,0.130028736,0.126436782,0.05387931,0.128591954,0.140804598,0.063936782,0.112068966,0.070402299,0.061781609,1
0.12008427,0.12008427,0.129213483,0.052668539,0.125,0.145365169,0.0625,0.117977528,0.070926966,0.056179775,1
0.120996441,0.121708185,0.128825623,0.051245552,0.123843416,0.149466192,0.061921708,0.116725979,0.069039146,0.056227758,1
0.108606557,0.135928962,0.12636612,0.043032787,0.129098361,0.153688525,0.066939891,0.118169399,0.067622951,0.050546448,1
0.106019152,0.135430917,0.133378933,0.04377565,0.132010944,0.148426813,0.062243502,0.119699042,0.067031464,0.051983584,1
0.105331599,0.135240572,0.133940182,0.039661899,0.131989597,0.155396619,0.062418726,0.117685306,0.068920676,0.049414824,1
0.105331599,0.135240572,0.133940182,0.039661899,0.131989597,0.155396619,0.062418726,0.117685306,0.068920676,0.049414824,1
0.10875513,0.133378933,0.129274966,0.04377565,0.12995896,0.151162791,0.065663475,0.118331053,0.069083447,0.050615595,1
0.107171636,0.124899275,0.14101531,0.044319098,0.120064464,0.146655923,0.065269944,0.122481869,0.07252216,0.055600322,1
0.1042098,0.135955832,0.133885438,0.043478261,0.130434783,0.149068323,0.062801932,0.121463078,0.066252588,0.052449965,1
0.105331599,0.135240572,0.133940182,0.039661899,0.131989597,0.155396619,0.062418726,0.117685306,0.068920676,0.049414824,1
0.104749512,0.135328562,0.134027326,0.039687703,0.132075472,0.155497723,0.062459336,0.117761874,0.068965517,0.049446975,1
0.107387141,0.136798906,0.129274966,0.045143639,0.133378933,0.147058824,0.063611491,0.121067031,0.065663475,0.050615595,1
0.10794702,0.132450331,0.135761589,0.043046358,0.129139073,0.145695364,0.063576159,0.119205298,0.070198675,0.052980132,1
0.116035455,0.132151491,0.143432716,0.041901692,0.124093473,0.14101531,0.058017728,0.116841257,0.067687349,0.058823529,1
0.114246387,0.126634549,0.130763937,0.045423262,0.12732278,0.151410874,0.064005506,0.120440468,0.069511356,0.050240881,1
0.112812248,0.130539887,0.141821112,0.044319098,0.126510878,0.138597905,0.059629331,0.122481869,0.067687349,0.055600322,1
0.109747785,0.134969325,0.134287662,0.042944785,0.129516019,0.142467621,0.06475801,0.117927744,0.070211316,0.053169734,1
0.109803922,0.132026144,0.135947712,0.04379085,0.129411765,0.145098039,0.062091503,0.120261438,0.068627451,0.052941176,1
0.10952381,0.136054422,0.133333333,0.042857143,0.129931973,0.142176871,0.06462585,0.118367347,0.069387755,0.053741497,1
0.109066121,0.134969325,0.133605999,0.043626449,0.128834356,0.143149284,0.06475801,0.11929107,0.068847989,0.053851397,1
0.108409987,0.132720105,0.136005256,0.043363995,0.128777924,0.144546649,0.063731932,0.120236531,0.069645204,0.052562418,1
0.109803922,0.132026144,0.135947712,0.04379085,0.129411765,0.145098039,0.062091503,0.120261438,0.068627451,0.052941176,1
0.118105127,0.127839066,0.119402985,0.049318624,0.127839066,0.160934458,0.064243997,0.118105127,0.064892927,0.049318624,1
0.115686275,0.122875817,0.119607843,0.052941176,0.124836601,0.154248366,0.068627451,0.123529412,0.067973856,0.049673203,1
0.118258609,0.129954516,0.116309292,0.051332034,0.128005198,0.163092917,0.062378168,0.116309292,0.061728395,0.052631579,1
0.116433799,0.127079175,0.120425815,0.049234864,0.129740519,0.160345975,0.063206919,0.117099135,0.066533599,0.0499002,1
0.125625,0.13,0.115,0.050625,0.13125,0.156875,0.0625,0.116875,0.061875,0.049375,1
0.114010989,0.129120879,0.118818681,0.053571429,0.127747253,0.153159341,0.065934066,0.120192308,0.06456044,0.052884615,1
0.11997406,0.127756161,0.116083009,0.050583658,0.130998703,0.162775616,0.062256809,0.117380026,0.063553826,0.048638132,1
0.116468843,0.118694362,0.121661721,0.052670623,0.122403561,0.150593472,0.071958457,0.12462908,0.071958457,0.048961424,1
0.119030125,0.12564291,0.117560617,0.052902278,0.126377663,0.152094048,0.068332109,0.121234386,0.066862601,0.049963262,1
0.119333333,0.128666667,0.116666667,0.049333333,0.129333333,0.161333333,0.064666667,0.116666667,0.065333333,0.048666667,1
0.113989637,0.127313101,0.125092524,0.045151739,0.128053294,0.154700222,0.067357513,0.122871947,0.068837898,0.046632124,1
0.109144543,0.128318584,0.124631268,0.044985251,0.124631268,0.159292035,0.070058997,0.122418879,0.068584071,0.047935103,1
0.112324493,0.124804992,0.126365055,0.046801872,0.126365055,0.151326053,0.069422777,0.128705148,0.068642746,0.04524181,1
0.114349776,0.127802691,0.124813154,0.044843049,0.127055306,0.153961136,0.068759342,0.126307922,0.067264574,0.044843049,1
0.115354638,0.123928293,0.128604832,0.046765394,0.126266563,0.150428683,0.066250974,0.127045986,0.068589244,0.046765394,1
0.112098428,0.127819549,0.125768968,0.042378674,0.124401914,0.160628845,0.069719754,0.124401914,0.0683527,0.044429255,1
0.110948905,0.127007299,0.125547445,0.044525547,0.127737226,0.158394161,0.067883212,0.122627737,0.070072993,0.045255474,1
0.112252384,0.12839325,0.124724872,0.044020543,0.127659574,0.15920763,0.067498166,0.121790169,0.068965517,0.045487894,1
0.111694153,0.127436282,0.127436282,0.045727136,0.125937031,0.152923538,0.067466267,0.124437781,0.068965517,0.047976012,1
0.114820847,0.123778502,0.131107492,0.044788274,0.128664495,0.153094463,0.063517915,0.126221498,0.068403909,0.045602606,1
0.113236419,0.117827085,0.126243305,0.046671767,0.125478194,0.159143076,0.068859985,0.115531752,0.078806427,0.048201989,1
0.111372549,0.116862745,0.127058824,0.047843137,0.133333333,0.152941176,0.06745098,0.121568627,0.079215686,0.042352941,1
0.107057891,0.111816019,0.128469469,0.047581285,0.122125297,0.163362411,0.071371927,0.121332276,0.080888184,0.045995242,1
