0.242313324,0.236456808,0.318448023,0.202781845,1
0.246206897,0.235172414,0.315172414,0.203448276,1
0.24833887,0.234219269,0.311461794,0.205980066,1
0.240767045,0.240056818,0.323863636,0.1953125,1
0.246973366,0.241323648,0.313962873,0.197740113,1
0.245014245,0.235754986,0.320512821,0.198717949,1
0.245793709,0.236283833,0.314557425,0.203365033,1
0.24606972,0.235133288,0.313738893,0.2050581,1
0.245024022,0.236101579,0.315717227,0.203157172,1
0.246037216,0.235699518,0.312887664,0.205375603,1
0.26877193,0.221052632,0.303859649,0.206315789,1
0.263481229,0.223890785,0.310580205,0.202047782,1
0.264285714,0.222857143,0.307142857,0.205714286,1
0.270579814,0.215461704,0.306370795,0.207587688,1
0.26305483,0.220626632,0.308746736,0.207571802,1
0.267716535,0.22190408,0.306370795,0.20400859,1
0.267000716,0.217609162,0.306370795,0.209019327,1
0.27925341,0.219669777,0.303661163,0.19741565,1
0.26877193,0.221052632,0.303859649,0.206315789,1
0.27027027,0.219772404,0.306543385,0.20341394,1
0.251194539,0.223208191,0.319453925,0.206143345,1
0.254955571,0.222146275,0.315789474,0.207108681,1
0.250812216,0.22677063,0.319038337,0.203378817,1
0.250162443,0.22677063,0.319038337,0.20402859,1
0.252221463,0.223513329,0.317840055,0.206425154,1
0.257648953,0.219806763,0.31884058,0.203703704,1
0.253793103,0.224137931,0.315172414,0.206896552,1
0.250812216,0.22677063,0.319038337,0.203378817,1
0.250325098,0.226918075,0.319245774,0.203511053,1
0.253588517,0.221462748,0.315105947,0.209842789,1
0.254136334,0.223031105,0.31436135,0.208471211,1
0.262479871,0.214975845,0.309983897,0.212560386,1
0.2565337,0.220770289,0.316368638,0.206327373,1
0.264090177,0.214170692,0.312399356,0.209339775,1
0.256811989,0.220027248,0.315395095,0.207765668,1
0.256694971,0.220770738,0.313520575,0.209013717,1
0.256288239,0.220938137,0.31407206,0.208701564,1
0.256811989,0.220027248,0.314713896,0.208446866,1
0.254103743,0.221273802,0.315167433,0.209455023,1
0.256694971,0.220770738,0.313520575,0.209013717,1
0.249675746,0.208819715,0.327496757,0.214007782,1
0.254735467,0.215545395,0.320705421,0.209013717,1
0.253246753,0.207142857,0.325324675,0.214285714,1
0.25,0.208111702,0.32912234,0.212765957,1
0.249219238,0.202998126,0.324797002,0.222985634,1
0.255319149,0.211393274,0.319835278,0.213452299,1
0.250162022,0.20544394,0.329228775,0.215165262,1
0.256486286,0.214974055,0.323202372,0.205337287,1
0.254772394,0.209985316,0.322320117,0.212922173,1
0.249833444,0.207861426,0.329113924,0.213191206,1
0.249260355,0.234467456,0.307692308,0.208579882,1
0.245394252,0.239498895,0.308769344,0.206337509,1
0.252533125,0.234606391,0.307872175,0.204988309,1
0.249439881,0.236743839,0.306198656,0.207617625,1
0.253115265,0.232087227,0.306074766,0.208722741,1
0.245218579,0.240437158,0.30942623,0.204918033,1
0.24726477,0.23924143,0.308533917,0.204959883,1
0.247067449,0.238269795,0.308651026,0.20601173,1
0.25093633,0.237453184,0.304868914,0.206741573,1
0.252237592,0.231082181,0.308380797,0.20829943,1
0.243883792,0.237003058,0.312691131,0.206422018,1
0.242946708,0.237460815,0.311912226,0.207680251,1
0.234548336,0.236133122,0.321711569,0.207606973,1
0.242577842,0.237509051,0.312816799,0.207096307,1
0.241959064,0.239766082,0.31505848,0.203216374,1
0.241305891,0.237757275,0.319375444,0.201561391,1
0.243323442,0.235905045,0.315281899,0.205489614,1
0.242271747,0.240833932,0.315600288,0.201294033,1
0.242761693,0.236080178,0.315515961,0.205642168,1
0.24113968,0.238359972,0.319666435,0.200833912,1
0.247844828,0.230603448,0.309626437,0.211925287,1
0.246957767,0.230493916,0.306370795,0.216177523,1
0.244144784,0.233498935,0.316536551,0.20581973,1
0.247237569,0.229972376,0.312845304,0.209944751,1
0.249251497,0.231287425,0.308383234,0.211077844,1
0.251104566,0.231222386,0.307069219,0.210603829,1
0.250737463,0.231563422,0.307522124,0.210176991,1
0.251835536,0.232011747,0.306901615,0.209251101,1
0.245743893,0.230199852,0.311621021,0.212435233,1
0.24556213,0.232248521,0.310650888,0.211538462,1
0.240596167,0.240596167,0.320085167,0.198722498,1
0.242636746,0.239831697,0.321879383,0.195652174,1
0.240833932,0.240115025,0.316319195,0.202731848,1
0.239396118,0.238677211,0.314162473,0.207764198,1
0.243801653,0.231404959,0.319008264,0.205785124,1
0.242497972,0.240064882,0.314679643,0.202757502,1
0.238905325,0.24112426,0.320266272,0.199704142,1
0.242301459,0.240680713,0.314424635,0.202593193,1
0.239189189,0.24527027,0.323648649,0.191891892,1
0.240793201,0.240084986,0.320113314,0.199008499,1
0.270863836,0.212298682,0.300146413,0.216691069,1
0.26459144,0.212710765,0.304150454,0.218547341,1
0.264285714,0.213636364,0.305194805,0.216883117,1
0.267114094,0.210738255,0.304026846,0.218120805,1
0.263935527,0.212222968,0.304231028,0.219610477,1
0.266085791,0.211126005,0.30227882,0.220509383,1
0.264285714,0.213636364,0.305194805,0.216883117,1
0.267223382,0.207376479,0.302713987,0.222686152,1
0.267247153,0.20964501,0.303415941,0.219691896,1
0.26459144,0.212710765,0.304150454,0.218547341,1
0.24486692,0.242585551,0.317870722,0.194676806,1
0.245689655,0.243534483,0.316810345,0.193965517,1
0.245627376,0.243346008,0.317110266,0.19391635,1
0.242625369,0.243362832,0.317109145,0.196902655,1
0.245283019,0.243186583,0.320754717,0.190775681,1
0.243283582,0.243283582,0.317164179,0.196268657,1
0.243971631,0.244680851,0.319858156,0.191489362,1
0.244274809,0.243580847,0.318528799,0.193615545,1
0.243771044,0.243097643,0.316498316,0.196632997,1
0.244248985,0.240866035,0.319350474,0.195534506,1
0.241528479,0.235760634,0.316510454,0.206200433,1
0.243813683,0.23944687,0.315866084,0.200873362,1
0.247095275,0.233152595,0.315259489,0.204492641,1
0.242524917,0.238372093,0.309800664,0.209302326,1
0.239455782,0.237414966,0.313605442,0.20952381,1
0.246830723,0.237136465,0.314690529,0.201342282,1
0.244507442,0.236002835,0.315379164,0.20411056,1
